2020-10-09 14:48:56,576 p=325053 u=mistral n=ansible | Using /var/lib/mistral/vran/ansible.cfg as config file
2020-10-09 14:49:53,380 p=325053 u=mistral n=ansible | ok: [vran-controllerb-0] => {"changed": false, "enabled": true, "name": "NetworkManager", "status": {"ActiveEnterTimestamp": "Fri 2020-10-09 15:45:22 EDT", "ActiveEnterTimestampMonotonic": "97203981", "ActiveExitTimestamp": "Fri 2020-10-09 15:45:22 EDT", "ActiveExitTimestampMonotonic": "97166963", "ActiveState": "active", "After": "dbus.socket cloud-init-local.service dbus.service sysinit.target systemd-journald.socket system.slice network-pre.target basic.target", "AllowIsolate": "no", "AllowedCPUs": "", "AllowedMemoryNodes": "", "AmbientCapabilities": "", "AssertResult": "yes", "AssertTimestamp": "Fri 2020-10-09 15:45:22 EDT", "AssertTimestampMonotonic": "97190968", "Before": "multi-user.target NetworkManager-wait-online.service network.service shutdown.target cloud-init.service network.target", "BlockIOAccounting": "no", "BlockIOWeight": "[not set]", "BusName": "org.freedesktop.NetworkManager", "CPUAccounting": "no", "CPUAffinity": "", "CPUQuotaPerSecUSec": "infinity", "CPUSchedulingPolicy": "0", "CPUSchedulingPriority": "0", "CPUSchedulingResetOnFork": "no", "CPUShares": "[not set]", "CPUUsageNSec": "[not set]", "CPUWeight": "[not set]", "CacheDirectoryMode": "0755", "CanIsolate": "no", "CanReload": "yes", "CanStart": "yes", "CanStop": "yes", "CapabilityBoundingSet": "cap_dac_override cap_kill cap_setgid cap_setuid cap_net_bind_service cap_net_admin cap_net_raw cap_sys_module cap_sys_chroot cap_audit_write", "CollectMode": "inactive", "ConditionResult": "yes", "ConditionTimestamp": "Fri 2020-10-09 15:45:22 EDT", "ConditionTimestampMonotonic": "97190968", "ConfigurationDirectoryMode": "0755", "Conflicts": "shutdown.target", "ControlGroup": "/system.slice/NetworkManager.service", "ControlPID": "0", "DefaultDependencies": "yes", "Delegate": "no", "Description": "Network Manager", "DevicePolicy": "auto", "Documentation": "man:NetworkManager(8)", "DynamicUser": "no", "EffectiveCPUs": "", "EffectiveMemoryNodes": "", "ExecMainCode": "0", "ExecMainExitTimestampMonotonic": "0", "ExecMainPID": "8460", "ExecMainStartTimestamp": "Fri 2020-10-09 15:45:22 EDT", "ExecMainStartTimestampMonotonic": "97191611", "ExecMainStatus": "0", "ExecReload": "{ path=/usr/bin/busctl ; argv[]=/usr/bin/busctl call org.freedesktop.NetworkManager /org/freedesktop/NetworkManager org.freedesktop.NetworkManager Reload u 0 ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStart": "{ path=/usr/sbin/NetworkManager ; argv[]=/usr/sbin/NetworkManager --no-daemon ; ignore_errors=no ; start_time=[Fri 2020-10-09 15:45:22 EDT] ; stop_time=[n/a] ; pid=8460 ; code=(null) ; status=0/0 }", "FailureAction": "none", "FileDescriptorStoreMax": "0", "FragmentPath": "/usr/lib/systemd/system/NetworkManager.service", "GID": "[not set]", "GuessMainPID": "yes", "IOAccounting": "no", "IOSchedulingClass": "0", "IOSchedulingPriority": "0", "IOWeight": "[not set]", "IPAccounting": "no", "IPEgressBytes": "18446744073709551615", "IPEgressPackets": "18446744073709551615", "IPIngressBytes": "18446744073709551615", "IPIngressPackets": "18446744073709551615", "Id": "NetworkManager.service", "IgnoreOnIsolate": "no", "IgnoreSIGPIPE": "yes", "InactiveEnterTimestamp": "Fri 2020-10-09 15:45:22 EDT", "InactiveEnterTimestampMonotonic": "97183605", "InactiveExitTimestamp": "Fri 2020-10-09 15:45:22 EDT", "InactiveExitTimestampMonotonic": "97191637", "InvocationID": "3e0201c0a14742a49708dd1db722f9ab", "JobRunningTimeoutUSec": "infinity", "JobTimeoutAction": "none", "JobTimeoutUSec": "infinity", "KeyringMode": "private", "KillMode": "process", "KillSignal": "15", "LimitAS": "infinity", "LimitASSoft": "infinity", "LimitCORE": "infinity", "LimitCORESoft": "infinity", "LimitCPU": "infinity", "LimitCPUSoft": "infinity", "LimitDATA": "infinity", "LimitDATASoft": "infinity", "LimitFSIZE": "infinity", "LimitFSIZESoft": "infinity", "LimitLOCKS": "infinity", "LimitLOCKSSoft": "infinity", "LimitMEMLOCK": "65536", "LimitMEMLOCKSoft": "65536", "LimitMSGQUEUE": "819200", "LimitMSGQUEUESoft": "819200", "LimitNICE": "0", "LimitNICESoft": "0", "LimitNOFILE": "262144", "LimitNOFILESoft": "1024", "LimitNPROC": "253717", "LimitNPROCSoft": "253717", "LimitRSS": "infinity", "LimitRSSSoft": "infinity", "LimitRTPRIO": "0", "LimitRTPRIOSoft": "0", "LimitRTTIME": "infinity", "LimitRTTIMESoft": "infinity", "LimitSIGPENDING": "253717", "LimitSIGPENDINGSoft": "253717", "LimitSTACK": "infinity", "LimitSTACKSoft": "8388608", "LoadState": "loaded", "LockPersonality": "no", "LogLevelMax": "-1", "LogRateLimitBurst": "0", "LogRateLimitIntervalUSec": "0", "LogsDirectoryMode": "0755", "MainPID": "8460", "MemoryAccounting": "yes", "MemoryCurrent": "4911104", "MemoryDenyWriteExecute": "no", "MemoryHigh": "infinity", "MemoryLimit": "infinity", "MemoryLow": "0", "MemoryMax": "infinity", "MemorySwapMax": "infinity", "MountAPIVFS": "no", "MountFlags": "", "NFileDescriptorStore": "0", "NRestarts": "0", "NUMAMask": "", "NUMAPolicy": "n/a", "Names": "NetworkManager.service", "NeedDaemonReload": "no", "Nice": "0", "NoNewPrivileges": "no", "NonBlocking": "no", "NotifyAccess": "none", "OOMScoreAdjust": "0", "OnFailureJobMode": "replace", "PermissionsStartOnly": "no", "Perpetual": "no", "PrivateDevices": "no", "PrivateMounts": "no", "PrivateNetwork": "no", "PrivateTmp": "no", "PrivateUsers": "no", "ProtectControlGroups": "no", "ProtectHome": "read-only", "ProtectKernelModules": "no", "ProtectKernelTunables": "no", "ProtectSystem": "yes", "RefuseManualStart": "no", "RefuseManualStop": "no", "RemainAfterExit": "no", "RemoveIPC": "no", "RequiredBy": "NetworkManager-wait-online.service", "Requires": "dbus.socket system.slice sysinit.target", "Restart": "on-failure", "RestartUSec": "100ms", "RestrictNamespaces": "no", "RestrictRealtime": "no", "RestrictSUIDSGID": "no", "Result": "success", "RootDirectoryStartOnly": "no", "RuntimeDirectoryMode": "0755", "RuntimeDirectoryPreserve": "no", "RuntimeMaxUSec": "infinity", "SameProcessGroup": "no", "SecureBits": "0", "SendSIGHUP": "no", "SendSIGKILL": "yes", "Slice": "system.slice", "StandardError": "inherit", "StandardInput": "null", "StandardInputData": "", "StandardOutput": "journal", "StartLimitAction": "none", "StartLimitBurst": "5", "StartLimitIntervalUSec": "10s", "StartupBlockIOWeight": "[not set]", "StartupCPUShares": "[not set]", "StartupCPUWeight": "[not set]", "StartupIOWeight": "[not set]", "StateChangeTimestamp": "Fri 2020-10-09 15:45:22 EDT", "StateChangeTimestampMonotonic": "97203981", "StateDirectoryMode": "0755", "StatusErrno": "0", "StopWhenUnneeded": "no", "SubState": "running", "SuccessAction": "none", "SyslogFacility": "3", "SyslogLevel": "6", "SyslogLevelPrefix": "yes", "SyslogPriority": "30", "SystemCallErrorNumber": "0", "TTYReset": "no", "TTYVHangup": "no", "TTYVTDisallocate": "no", "TasksAccounting": "yes", "TasksCurrent": "3", "TasksMax": "405948", "TimeoutStartUSec": "1min 30s", "TimeoutStopUSec": "1min 30s", "TimerSlackNSec": "50000", "Transient": "no", "Type": "dbus", "UID": "[not set]", "UMask": "0022", "UnitFilePreset": "enabled", "UnitFileState": "enabled", "UtmpMode": "init", "WantedBy": "multi-user.target", "Wants": "network.target", "WatchdogTimestamp": "Fri 2020-10-09 15:45:22 EDT", "WatchdogTimestampMonotonic": "97203980", "WatchdogUSec": "0"}}
2020-10-09 14:49:53,444 p=325053 u=mistral n=ansible | TASK [tripleo-bootstrap : Symlink puppet modules under /etc/puppet/modules] ****
2020-10-09 14:49:53,444 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:53 -0500 (0:00:00.962)       0:00:55.149 ******** 
2020-10-09 14:49:53,646 p=325053 u=mistral n=ansible | [WARNING]: Consider using the file module with state=link rather than running
'ln'.  If you need to use command because file is insufficient you can add
'warn: false' to this command task or set 'command_warnings=False' in
ansible.cfg to get rid of this message.

2020-10-09 14:49:53,647 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "cmd": "ln -f -s /usr/share/openstack-puppet/modules/* /etc/puppet/modules/", "delta": "0:00:00.018386", "end": "2020-10-09 10:49:59.470538", "failed_when_result": false, "rc": 0, "start": "2020-10-09 10:49:59.452152", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:53,756 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "cmd": "ln -f -s /usr/share/openstack-puppet/modules/* /etc/puppet/modules/", "delta": "0:00:00.021713", "end": "2020-10-09 15:50:52.753093", "failed_when_result": false, "rc": 0, "start": "2020-10-09 15:50:52.731380", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:53,809 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "cmd": "ln -f -s /usr/share/openstack-puppet/modules/* /etc/puppet/modules/", "delta": "0:00:00.022571", "end": "2020-10-09 15:50:27.733259", "failed_when_result": false, "rc": 0, "start": "2020-10-09 15:50:27.710688", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:54,012 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "cmd": "ln -f -s /usr/share/openstack-puppet/modules/* /etc/puppet/modules/", "delta": "0:00:00.116579", "end": "2020-10-09 15:50:23.610909", "failed_when_result": false, "rc": 0, "start": "2020-10-09 15:50:23.494330", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:54,064 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "cmd": "ln -f -s /usr/share/openstack-puppet/modules/* /etc/puppet/modules/", "delta": "0:00:00.129331", "end": "2020-10-09 15:50:29.219739", "failed_when_result": false, "rc": 0, "start": "2020-10-09 15:50:29.090408", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:54,121 p=325053 u=mistral n=ansible | TASK [tripleo-bootstrap : Create empty ruleset in /etc/sysconfig/iptables and /etc/sysconfig/ip6tables] ***
2020-10-09 14:49:54,121 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:54 -0500 (0:00:00.677)       0:00:55.826 ******** 
2020-10-09 14:49:54,826 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => (item=/etc/sysconfig/iptables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/iptables", "gid": 0, "group": "root", "item": "/etc/sysconfig/iptables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.3093462-325640-149463499665840/source", "state": "file", "uid": 0}
2020-10-09 14:49:54,829 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => (item=/etc/sysconfig/iptables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/iptables", "gid": 0, "group": "root", "item": "/etc/sysconfig/iptables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.1679928-325634-89839721749831/source", "state": "file", "uid": 0}
2020-10-09 14:49:54,832 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => (item=/etc/sysconfig/iptables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/iptables", "gid": 0, "group": "root", "item": "/etc/sysconfig/iptables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.246726-325637-156101976028079/source", "state": "file", "uid": 0}
2020-10-09 14:49:54,835 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => (item=/etc/sysconfig/iptables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/iptables", "gid": 0, "group": "root", "item": "/etc/sysconfig/iptables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.365219-325643-213418280100429/source", "state": "file", "uid": 0}
2020-10-09 14:49:54,987 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => (item=/etc/sysconfig/iptables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/iptables", "gid": 0, "group": "root", "item": "/etc/sysconfig/iptables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.4208016-325646-263622673370415/source", "state": "file", "uid": 0}
2020-10-09 14:49:55,241 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => (item=/etc/sysconfig/ip6tables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/ip6tables", "gid": 0, "group": "root", "item": "/etc/sysconfig/ip6tables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.823285-325640-105592177376531/source", "state": "file", "uid": 0}
2020-10-09 14:49:55,242 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => (item=/etc/sysconfig/ip6tables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/ip6tables", "gid": 0, "group": "root", "item": "/etc/sysconfig/ip6tables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.8228216-325634-126498378997410/source", "state": "file", "uid": 0}
2020-10-09 14:49:55,299 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => (item=/etc/sysconfig/ip6tables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/ip6tables", "gid": 0, "group": "root", "item": "/etc/sysconfig/ip6tables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.8570101-325637-44124942308132/source", "state": "file", "uid": 0}
2020-10-09 14:49:55,354 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => (item=/etc/sysconfig/ip6tables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/ip6tables", "gid": 0, "group": "root", "item": "/etc/sysconfig/ip6tables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.8618562-325643-115770872513574/source", "state": "file", "uid": 0}
2020-10-09 14:49:55,509 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => (item=/etc/sysconfig/ip6tables) => {"ansible_loop_var": "item", "changed": true, "checksum": "d284a3ee23033645f4cffdfe71fe431c1cd81633", "dest": "/etc/sysconfig/ip6tables", "gid": 0, "group": "root", "item": "/etc/sysconfig/ip6tables", "md5sum": "15c8aaa0f0340e9ae4e4f66ea4144359", "mode": "0600", "owner": "root", "secontext": "system_u:object_r:system_conf_t:s0", "size": 52, "src": "/home/tripleo-admin/.ansible/tmp/ansible-tmp-1602272994.9750338-325646-273964457580427/source", "state": "file", "uid": 0}
2020-10-09 14:49:55,578 p=325053 u=mistral n=ansible | TASK [tripleo-bootstrap : Check if /usr/bin/ansible-playbook exists] ***********
2020-10-09 14:49:55,578 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:55 -0500 (0:00:01.456)       0:00:57.283 ******** 
2020-10-09 14:49:55,775 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {"changed": false, "stat": {"atime": 1595410837.454649, "attr_flags": "", "attributes": [], "block_size": 4096, "blocks": 0, "charset": "binary", "ctime": 1595411084.7886488, "dev": 66307, "device_type": 0, "executable": true, "exists": true, "gid": 0, "gr_name": "root", "inode": 4216143, "isblk": false, "ischr": false, "isdir": false, "isfifo": false, "isgid": false, "islnk": true, "isreg": false, "issock": false, "isuid": false, "lnk_source": "/usr/bin/ansible", "lnk_target": "ansible", "mimetype": "inode/symlink", "mode": "0777", "mtime": 1595330517.0, "nlink": 1, "path": "/usr/bin/ansible-playbook", "pw_name": "root", "readable": true, "rgrp": true, "roth": true, "rusr": true, "size": 7, "uid": 0, "version": null, "wgrp": true, "woth": true, "writeable": true, "wusr": true, "xgrp": true, "xoth": true, "xusr": true}}
2020-10-09 14:49:55,882 p=325053 u=mistral n=ansible | ok: [vran-computert-0] => {"changed": false, "stat": {"atime": 1595410837.454649, "attr_flags": "", "attributes": [], "block_size": 4096, "blocks": 0, "charset": "binary", "ctime": 1595411084.7886488, "dev": 66307, "device_type": 0, "executable": true, "exists": true, "gid": 0, "gr_name": "root", "inode": 4216143, "isblk": false, "ischr": false, "isdir": false, "isfifo": false, "isgid": false, "islnk": true, "isreg": false, "issock": false, "isuid": false, "lnk_source": "/usr/bin/ansible", "lnk_target": "ansible", "mimetype": "inode/symlink", "mode": "0777", "mtime": 1595330517.0, "nlink": 1, "path": "/usr/bin/ansible-playbook", "pw_name": "root", "readable": true, "rgrp": true, "roth": true, "rusr": true, "size": 7, "uid": 0, "version": null, "wgrp": true, "woth": true, "writeable": true, "wusr": true, "xgrp": true, "xoth": true, "xusr": true}}
2020-10-09 14:49:55,935 p=325053 u=mistral n=ansible | ok: [vran-controller-0] => {"changed": false, "stat": {"atime": 1595410837.454649, "attr_flags": "", "attributes": [], "block_size": 4096, "blocks": 0, "charset": "binary", "ctime": 1595411084.7886488, "dev": 2051, "device_type": 0, "executable": true, "exists": true, "gid": 0, "gr_name": "root", "inode": 4216143, "isblk": false, "ischr": false, "isdir": false, "isfifo": false, "isgid": false, "islnk": true, "isreg": false, "issock": false, "isuid": false, "lnk_source": "/usr/bin/ansible", "lnk_target": "ansible", "mimetype": "inode/symlink", "mode": "0777", "mtime": 1595330517.0, "nlink": 1, "path": "/usr/bin/ansible-playbook", "pw_name": "root", "readable": true, "rgrp": true, "roth": true, "rusr": true, "size": 7, "uid": 0, "version": null, "wgrp": true, "woth": true, "writeable": true, "wusr": true, "xgrp": true, "xoth": true, "xusr": true}}
2020-10-09 14:49:56,039 p=325053 u=mistral n=ansible | ok: [vran-controllerb-0] => {"changed": false, "stat": {"atime": 1595410837.454649, "attr_flags": "", "attributes": [], "block_size": 4096, "blocks": 0, "charset": "binary", "ctime": 1595411084.7886488, "dev": 2051, "device_type": 0, "executable": true, "exists": true, "gid": 0, "gr_name": "root", "inode": 4216143, "isblk": false, "ischr": false, "isdir": false, "isfifo": false, "isgid": false, "islnk": true, "isreg": false, "issock": false, "isuid": false, "lnk_source": "/usr/bin/ansible", "lnk_target": "ansible", "mimetype": "inode/symlink", "mode": "0777", "mtime": 1595330517.0, "nlink": 1, "path": "/usr/bin/ansible-playbook", "pw_name": "root", "readable": true, "rgrp": true, "roth": true, "rusr": true, "size": 7, "uid": 0, "version": null, "wgrp": true, "woth": true, "writeable": true, "wusr": true, "xgrp": true, "xoth": true, "xusr": true}}
2020-10-09 14:49:56,091 p=325053 u=mistral n=ansible | ok: [vran-controllerb-1] => {"changed": false, "stat": {"atime": 1595410837.454649, "attr_flags": "", "attributes": [], "block_size": 4096, "blocks": 0, "charset": "binary", "ctime": 1595411084.7886488, "dev": 2051, "device_type": 0, "executable": true, "exists": true, "gid": 0, "gr_name": "root", "inode": 4216143, "isblk": false, "ischr": false, "isdir": false, "isfifo": false, "isgid": false, "islnk": true, "isreg": false, "issock": false, "isuid": false, "lnk_source": "/usr/bin/ansible", "lnk_target": "ansible", "mimetype": "inode/symlink", "mode": "0777", "mtime": 1595330517.0, "nlink": 1, "path": "/usr/bin/ansible-playbook", "pw_name": "root", "readable": true, "rgrp": true, "roth": true, "rusr": true, "size": 7, "uid": 0, "version": null, "wgrp": true, "woth": true, "writeable": true, "wusr": true, "xgrp": true, "xoth": true, "xusr": true}}
2020-10-09 14:49:56,149 p=325053 u=mistral n=ansible | TASK [tripleo-bootstrap : Check if /usr/bin/ansible-playbook-3 exists] *********
2020-10-09 14:49:56,149 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:56 -0500 (0:00:00.571)       0:00:57.854 ******** 
2020-10-09 14:49:56,347 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:56,403 p=325053 u=mistral n=ansible | ok: [vran-computert-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:56,455 p=325053 u=mistral n=ansible | ok: [vran-controller-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:56,607 p=325053 u=mistral n=ansible | ok: [vran-controllerb-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:56,662 p=325053 u=mistral n=ansible | ok: [vran-controllerb-1] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:56,718 p=325053 u=mistral n=ansible | TASK [tripleo-bootstrap : Symlink /usr/bin/ansible-playbook-3 to /usr/bin/ansible-playbook] ***
2020-10-09 14:49:56,719 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:56 -0500 (0:00:00.569)       0:00:58.424 ******** 
2020-10-09 14:49:56,914 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "dest": "/usr/bin/ansible-playbook-3", "gid": 0, "group": "root", "mode": "0777", "owner": "root", "secontext": "unconfined_u:object_r:bin_t:s0", "size": 25, "src": "/usr/bin/ansible-playbook", "state": "link", "uid": 0}
2020-10-09 14:49:57,020 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "dest": "/usr/bin/ansible-playbook-3", "gid": 0, "group": "root", "mode": "0777", "owner": "root", "secontext": "unconfined_u:object_r:bin_t:s0", "size": 25, "src": "/usr/bin/ansible-playbook", "state": "link", "uid": 0}
2020-10-09 14:49:57,073 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "dest": "/usr/bin/ansible-playbook-3", "gid": 0, "group": "root", "mode": "0777", "owner": "root", "secontext": "unconfined_u:object_r:bin_t:s0", "size": 25, "src": "/usr/bin/ansible-playbook", "state": "link", "uid": 0}
2020-10-09 14:49:57,175 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "dest": "/usr/bin/ansible-playbook-3", "gid": 0, "group": "root", "mode": "0777", "owner": "root", "secontext": "unconfined_u:object_r:bin_t:s0", "size": 25, "src": "/usr/bin/ansible-playbook", "state": "link", "uid": 0}
2020-10-09 14:49:57,227 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "dest": "/usr/bin/ansible-playbook-3", "gid": 0, "group": "root", "mode": "0777", "owner": "root", "secontext": "unconfined_u:object_r:bin_t:s0", "size": 25, "src": "/usr/bin/ansible-playbook", "state": "link", "uid": 0}
2020-10-09 14:49:57,287 p=325053 u=mistral n=ansible | TASK [include_role : tripleo-ssh-known-hosts] **********************************
2020-10-09 14:49:57,287 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:57 -0500 (0:00:00.568)       0:00:58.992 ******** 
2020-10-09 14:49:57,984 p=325053 u=mistral n=ansible | TASK [tripleo-ssh-known-hosts : Create temporary file for ssh_known_hosts] *****
2020-10-09 14:49:57,985 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:57 -0500 (0:00:00.697)       0:00:59.690 ******** 
2020-10-09 14:49:58,199 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.gw17588t", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:58,259 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.pf6vjedv", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:58,311 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.34x4sut8", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:58,413 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.emp9byv3", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:58,515 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.wa5yqpr7", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:58,576 p=325053 u=mistral n=ansible | TASK [tripleo-ssh-known-hosts : Check for ssh_known_hosts file] ****************
2020-10-09 14:49:58,576 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:58 -0500 (0:00:00.591)       0:01:00.281 ******** 
2020-10-09 14:49:58,772 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:58,828 p=325053 u=mistral n=ansible | ok: [vran-computert-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:58,880 p=325053 u=mistral n=ansible | ok: [vran-controller-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:59,033 p=325053 u=mistral n=ansible | ok: [vran-controllerb-0] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:59,084 p=325053 u=mistral n=ansible | ok: [vran-controllerb-1] => {"changed": false, "stat": {"exists": false}}
2020-10-09 14:49:59,144 p=325053 u=mistral n=ansible | TASK [tripleo-ssh-known-hosts : Create a temporary copy of ssh_known_hosts] ****
2020-10-09 14:49:59,144 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:59 -0500 (0:00:00.568)       0:01:00.849 ******** 
2020-10-09 14:49:59,226 p=325053 u=mistral n=ansible | skipping: [vran-novacompute-0] => {"changed": false, "skip_reason": "Conditional result was False"}
